  Table : fluxint_860U.tbl 
 Sequence    CENTER        INT        FWHM       FLUX      
      577 10296.191406 1434.84009    0.31888   30.63092
      578 10309.131836  427.18420    0.25958    9.22660
      579 10309.922852  452.93695    0.24139    9.89552
      580 10326.591797  113.79255    0.25162    2.51887
      581 10328.023438  116.17113    0.24922    2.65421
      582 10339.958984  154.16364    0.88787    2.66930
      583 10340.188477  175.15685    0.27663    3.92332
      584 10347.285156 1661.90820    0.30820   36.31035
      585 10353.520508  238.46964    0.23801    4.88701
      586 10354.483398  225.89108    0.24308    4.56011
      587 10372.883789 5507.62598    0.32460   67.02126
      588 10396.569336 2208.64282    0.28325    3.33440
      589 10418.387695 3532.01318    0.55338    0.00000
 -------- ------------ ---------- ---------- ----------
