  Table : gident_860L.tbl 
 Sequence    CENTER        INT        FWHM       FLUX      
      579  7717.459961   27.12927    0.18888    0.21471
      580  7718.068359  458.74689    0.18751    3.65003
      581  7720.318848   23.59545    0.18186    0.18434
      582  7721.496094   27.59021    0.18098    0.20932
      583  7723.656738  209.38591    0.23880    1.66746
      584  7724.599609   25.92785    0.15439    0.20633
      585  7724.953125   19.61108    0.18949    0.15564
      586  7726.058105  425.90146    0.17284    3.41143
      587  7726.845703   14.78698    0.17591    0.11231
      588  7727.676270   18.40736    0.19324    0.14659
      589  7729.118164   23.07815    0.15513    0.17946
      590  7730.288574   33.60201    0.17598    0.26919
      591  7731.970703   16.71481    0.19453    0.13451
      592  7732.805664   12.61084    0.21839    0.10045
      593  7733.831055   33.09884    0.35876    0.25479
      594  7734.057129   23.50069    0.22146    0.18721
      595  7734.967285   64.55993    0.19282    0.52019
      596  7735.852539   59.93669    0.28216    0.48106
      597  7738.234863   12.41405    0.62429    0.09800
      598  7738.454590   13.27270    0.25748    0.10649
      599  7738.851562   18.66840    0.18442    0.15123
      600  7740.398926   32.67731    0.18422    0.26249
      601  7741.007324   31.41437    0.18210    0.24565
      602  7741.951172   13.39449    0.17663    0.10771
      603  7744.090820   18.87877    0.18297    0.15163
      604  7745.203125   19.30681    0.17999    0.15549
      605  7745.587891   33.20457    0.18163    0.27077
      606  7746.445801   28.21788    0.17702    0.22859
      607  7749.439453  246.14253    0.24045    2.00520
      608  7750.656250 2643.76270    0.17693   20.98672
      609  7751.876953   37.73852    0.16390    0.30889
      610  7752.355957   27.59568    0.25309    0.22393
      611  7752.590332   29.53685    0.19295    0.23418
      612  7755.283691   16.51900    0.18804    0.12892
      613  7756.361328   17.31061    0.16519    0.14131
      614  7756.824219   52.74927    0.51686    0.38524
      615  7756.968262   55.31435    0.18902    0.43938
      616  7760.010742  850.68115    0.24578    6.99246
      617  7761.228027   14.27558    0.18806    0.11743
      618  7762.334961   15.80989    0.22151    0.13002
      619  7764.401367   15.32210    0.16807    0.12668
      620  7767.440430   13.74337    0.21168    0.11218
      621  7768.514648   15.25411    0.18079    0.12142
      622  7769.067383   22.66105    0.34210    0.17727
      623  7769.263672   25.82817    0.19539    0.21179
      624  7771.960449  102.13063    0.18820    0.84951
      625  7773.229004  196.52533    0.18582    1.62356
      626  7773.533691  197.32166    0.17424    1.62932
      627  7773.865723   25.36190    0.11834    0.20797
      628  7774.180176   62.64703    0.20335    0.51573
      629  7774.987793   14.78941    0.18297    0.10588
      630  7775.402832   43.25864    0.19907    0.35622
      631  7779.219238   16.62079    0.17307    0.13666
      632  7779.601074   15.50913    0.29519    0.12733
      633  7780.433594  571.75226    0.20961    4.72480
      634  7781.126465   13.68018    0.26254    0.10960
      635  7781.595215   13.01588    0.60148    0.10568
      636  7782.347656   17.39671    0.21050    0.14334
      637  7783.697754   20.95840    0.28336    0.17272
      638  7785.019531   28.38567    0.19443    0.21678
      639  7785.508789   20.13054    0.45733    0.16083
      640  7785.750488   19.19608    0.21446    0.15901
      641  7786.285156   16.00185    0.06501    0.13244
      642  7786.742676   20.36076    0.21278    0.16720
      643  7787.472656   25.64637    0.20225    0.20976
      644  7788.682617   23.66996    0.20045    0.18787
      645  7789.695312   27.91995    0.16966    0.22874
      646  7790.671387   67.72454    0.17205    0.52033
      647  7791.227539   64.91498    0.18440    0.54084
      648  7792.179199   26.14264    0.18718    0.20879
      649  7793.402832   24.27100    0.20493    0.20098
      650  7794.120605 1905.77039    0.20556   15.82244
      651  7794.912598   25.05579    0.21842    0.20226
      652  7796.115234   19.19465    0.17553    0.14879
      653  7797.955078   17.36186    0.19455    0.14450
      654  7799.122559   12.65290    0.12279    0.10328
      655  7799.347656   13.21762    0.33170    0.10776
      656  7799.863770   11.86947    0.51485    0.09838
      657  7802.238281   11.41093    0.23850    0.08813
      658  7803.543457   13.15913    0.49153    0.10750
      659  7804.060059   17.51740    0.21973    0.14415
      660  7806.404785   19.88759    0.17399    0.16594
      661  7807.699219   26.83345    0.21085    0.22104
      662  7808.479980  843.75476    0.19641    6.69126
      663  7810.312988   23.48533    0.18031    0.19716
      664  7811.539551   30.12261    0.17719    0.25120
      665  7812.410645   26.11886    0.17595    0.21751
      666  7813.316406   23.31221    0.18090    0.18460
      667  7814.459473   28.80204    0.15897    0.24078
      668  7814.828613   28.84735    0.17590    0.24259
      669  7815.734863   32.94700    0.31796    0.26679
      670  7816.690918   14.27289    0.21113    0.11024
      671  7818.848633   29.97621    0.18117    0.24160
      672  7819.305176   40.46368    0.19435    0.33982
      673  7820.049805   30.00494    0.18844    0.24227
      674  7820.992676   33.21066    0.18295    0.27183
      675  7821.519043 1743.04419    0.28691   14.36363
      676  7822.172363   14.93643    0.28253    0.12170
      677  7823.499512   23.89030    0.17323    0.20225
      678  7824.684570   25.66779    0.18391    0.21766
      679  7825.721680   18.13507    0.19578    0.15225
      680  7828.374023   25.35324    0.22441    0.21452
      681  7828.770508   42.23964    0.19286    0.35691
      682  7829.569336   22.64888    0.19908    0.19178
      683  7833.539062   32.33707    0.23258    0.26929
      684  7834.269043   16.42344    0.16806    0.13494
      685  7834.752441   17.90151    0.14579    0.15177
      686  7838.604004   14.28088    0.14105    0.12104
      687  7838.992676   14.76497    0.20259    0.11854
      688  7840.111328   15.28510    0.26610    0.12908
      689  7841.284668  794.86212    0.17837    6.79512
      690  7844.652832   13.65916    0.16873    0.11632
      691  7845.813965   13.43512    0.17812    0.10558
      692  7849.159668   77.32323    0.18528    0.66277
      693  7849.735840  196.16916    0.19600    1.68024
      694  7850.540039   50.85041    0.21693    0.43668
      695  7851.991211   46.45468    0.15085    0.39387
      696  7852.325195  101.97014    0.20438    0.85665
      697  7853.258789 1026.26770    0.20459    8.52569
      698  7853.523926 1256.79395    0.21972   10.79900
      699  7854.385254   14.23489    0.31248    0.12154
      700  7855.710938   11.92400    0.24327    0.09501
      701  7858.003418  218.40724    0.18770    1.87510
      702  7858.282715   44.00738    0.20588    0.37781
      703  7860.661621  852.17700    0.19372    7.27865
      704  7867.739746  377.89099    0.17737    3.25646
      705  7868.099609   31.56329    0.20642    0.27124
      706  7870.738281 1068.61560    0.18193    9.07000
      707  7873.416504   15.28764    0.33242    0.13138
      708  7878.252930   29.63380    0.38235    0.25530
      709  7878.789551  551.74609    0.18821    4.76007
      710  7880.999023   27.02787    0.18062    0.22786
      711  7881.678223  417.05734    0.19309    3.55160
      712  7883.088867   28.42110    0.20864    0.24437
      713  7884.414062   22.47317    0.15417    0.19207
      714  7884.727539   30.62636    0.18712    0.25241
      715  7885.603516   16.66202    0.20245    0.13677
      716  7886.009277   29.02942    0.19757    0.25035
      717  7886.634766   42.45592    0.18423    0.35955
      718  7887.923828   33.09906    0.19512    0.27299
      719  7888.824219   40.97501    0.18787    0.35343
      720  7889.680176  639.83752    0.17470    5.24829
      721  7890.552734   19.18282    0.19562    0.16224
      722  7891.290039   43.03956    0.18558    0.35129
      723  7892.535156   34.17553    0.18759    0.29453
      724  7893.035156   12.54337    0.24184    0.10415
      725  7893.543945   26.78596    0.18214    0.22978
      726  7894.033203   34.63017    0.20093    0.29803
      727  7895.318848   29.64860    0.34587    0.25204
      728  7897.065918   24.80260    0.19548    0.21107
      729  7897.927246   20.80893    0.18073    0.18124
      730  7898.263184   16.92395    0.18847    0.14480
      731  7898.617188   18.28439    0.58419    0.13728
      732  7902.699707   22.29123    0.47012    0.17153
      733  7903.264648   25.80476    0.18166    0.22305
      734  7905.632812   27.91817    0.18077    0.24282
      735  7906.945801   41.33415    0.18655    0.35929
      736  7909.635742   41.54452    0.18490    0.36243
      737  7910.905762   49.18951    0.17702    0.41793
      738  7912.264160  202.70377    0.31679    1.69227
      739  7913.717773 2789.34399    0.19470   24.47864
      740  7915.126953   52.77810    0.18438    0.46473
      741  7918.467773   79.59012    0.25756    0.70201
      742  7919.641113   55.93592    0.18854    0.46438
      743  7921.106445  767.60651    0.33779    6.28012
      744  7923.200195   38.98182    0.17287    0.33530
      745  7924.416992   40.02193    0.18094    0.35519
      746  7928.258301   46.77585    0.19112    0.41664
      747  7928.521973   24.92825    0.21591    0.21062
      748  7929.478027   32.48813    0.17713    0.29212
      749  7930.890137  342.52710    0.17900    3.04934
      750  7931.439941  372.23880    0.24825    3.12436
      751  7932.009277  150.57927    0.17890    1.34132
      752  7933.257324   13.71524   -0.31518    0.12000
      753  7933.582520   27.54918    0.25191    0.24727
      754  7934.815430   23.53533    0.17738    0.20421
      755  7935.227539   13.62904    0.18961    0.12162
      756  7937.645020   15.29774    0.15731    0.13747
      757  7938.363770   13.25871    0.20319    0.11556
      758  7938.686523   10.02974    0.15190    0.08933
      759  7939.252930   18.32010    0.16982    0.16363
      760  7940.432129   18.67423    0.19044    0.15182
      761  7941.714355   17.99914    0.19111    0.15582
      762  7942.072754   12.16789    0.42555    0.10984
      763  7942.274414   13.59950    0.19233    0.12012
      764  7942.874023   15.79255    0.14830    0.13715
      765  7943.259766   16.85285    0.28772    0.14134
      766  7944.011230   15.72105    0.20495    0.14032
      767  7944.453613   14.74119    0.18009    0.13200
      768  7945.394531   46.52361    0.17709    0.41270
      769  7946.222168   46.95804    0.19650    0.40190
      770  7949.211914  638.57288    0.19943    5.78470
      771  7952.432129   33.06489    0.20283    0.29999
      772  7962.654785   18.61591    0.16681    0.16884
      773  7963.942383   18.26974    0.18536    0.16461
      774  7964.654297 2021.87903    0.21010   18.54790
      775  7968.061035   95.10222    0.24047    0.84567
      776  7968.246094   94.05021    0.20720    0.85782
      777  7969.470215   14.34997    0.18139    0.12932
      778  7970.874023   12.71532    0.16750    0.11126
      779  7972.538086   12.53189    0.14548    0.11081
      780  7973.062988   12.90027    0.21150    0.10135
      781  7973.373047   17.00343    0.20598    0.15067
      782  7975.571777   14.63703    0.18898    0.13044
      783  7977.003906  169.14745    0.18142    1.50567
      784  7977.665527  160.83980    0.18033    1.45803
      785  7979.772949  790.93616    0.19155    7.06537
      786  7986.085449   14.54328    0.22342    0.13035
      787  7986.986328   14.01613    0.35475    0.12214
      788  7987.493164   29.19210    0.21501    0.25883
      789  7988.283203   18.16263    0.24422    0.16316
      790  7989.701660   20.60559    0.36035    0.16589
      791  7991.119141   18.10737    0.19993    0.15692
      792  7991.611328   23.84762    0.20802    0.21372
      793  7993.333984 1374.03491    0.32934   12.41834
      794  7994.033203   45.54569    0.22598    0.41282
      795  7995.043457   22.73092    0.23522    0.20153
      796  7996.166016   27.28401    0.18517    0.24853
      797  7997.452637   24.66038    0.16876    0.21609
      798  7998.106445   30.97820    0.21981    0.28101
      799  7998.918945   24.07663    0.23104    0.21636
      800  8000.160645   21.19124    0.18118    0.19095
      801  8001.886230   23.06119    0.22578    0.20236
      802  8002.347168   11.89253    0.21050    0.10920
      803  8003.175293   17.76718    0.18777    0.16116
      804  8004.206543   14.16830    0.13507    0.12939
      805  8005.071289   12.41770    0.18148    0.11150
      806  8005.699707   12.27599    0.22573    0.11084
      807  8008.244629   17.66208    0.18100    0.16085
      808  8010.647461   20.10914    0.17589    0.18309
      809  8012.002930   25.61619    0.16593    0.23290
      810  8014.071777  654.76257    0.18918    5.64706
      811  8014.749512   30.52637    0.22612    0.27935
      812  8016.051758   29.79168    0.20508    0.27262
      813  8019.106934   29.91792    0.18656    0.27608
      814  8020.039551   55.59601    0.19794    0.48894
      815  8020.386719   81.13934    0.18863    0.72972
      816  8023.771484   29.36868    0.19073    0.26589
      817  8025.050781   32.51316    0.21038    0.29625
      818  8025.683594  848.92944    0.20265    7.87497
      819  8025.963867  821.63086    0.20225    7.59546
      820  8028.197754   87.62459    0.18384    0.81274
      821  8029.025391   92.34045    0.19346    0.80833
      822  8029.972656   24.34876    0.16774    0.22475
      823  8031.771973   37.22161    0.31783    0.34639
      824  8033.978027   20.36790    0.18283    0.18899
      825  8034.888672   11.77607    0.19542    0.10927
      826  8035.226562   19.91562    0.19746    0.18500
      827  8036.133301   10.38710    0.28133    0.09279
      828  8039.539062   16.41751    0.19549    0.15207
      829  8040.766602   20.19486    0.18032    0.18590
      830  8041.197754   12.10001    0.24676    0.10490
      831  8041.647949   12.11371    0.15231    0.11334
      832  8042.477051   13.09374    0.19871    0.12254
      833  8045.369141   12.31470    0.22781    0.11122
      834  8046.587891   12.54003    0.20335    0.10811
      835  8049.898926   28.01652    0.24850    0.26361
      836  8050.114746   34.22688    0.20129    0.31036
      837  8052.031250  334.84723    0.23137    3.03723
      838  8055.422852   11.74618    0.22331    0.10506
      839  8056.608887   10.26252    0.07805    0.09477
      840  8057.099121   10.33312    0.19933    0.09194
      841  8059.174316   12.63269    0.25179    0.11791
      842  8061.991211  431.61420    0.17820    4.06837
      843  8062.389160  418.75244    0.17773    3.91851
      844  8063.751465   13.29805    0.19785    0.11988
      845  8066.083984   19.41021    0.18527    0.18096
      846  8067.605469   13.78757    0.20838    0.12530
      847  8074.407715   18.46959    0.21839    0.16322
      848  8074.699707   21.38589    0.19277    0.18489
      849  8077.152344   32.30953    0.18642    0.30319
      850  8077.618164   32.62799    0.17324    0.30206
      851  8084.596680   48.18316    0.18171    0.45327
      852  8085.615234   47.62154    0.18531    0.44742
      853  8093.676758  100.05096    0.36628    0.88470
      854  8094.958984   19.78468    0.29798    0.17698
      855  8098.639160    9.92131    0.12532    0.09028
      856  8099.750488   11.97206    0.16431    0.10383
      857  8101.151367   15.81207    0.18282    0.14848
      858  8102.246094  180.64069    0.19862    1.70723
      859  8102.773438  168.96500    0.19930    1.59295
      860  8104.293945   13.21506    0.21239    0.12340
      861  8104.674805   11.52641    0.15189    0.10673
      862  8105.013184   20.90339    0.20577    0.19329
      863  8106.337402   14.39182    0.21901    0.13321
      864  8107.390137   16.39814    0.16956    0.14810
      865  8108.716797   14.08621    0.13772    0.13291
      866  8110.099609   15.19993    0.18141    0.14213
      867  8111.413574   12.80559    0.21554    0.12002
      868  8113.170410   11.01727    0.18588    0.10330
      869  8119.589355   11.28055    0.21640    0.10728
      870  8122.023926   12.50728    0.19572    0.11676
      871  8123.414551   16.39685    0.20096    0.15350
      872  8126.229492   15.39466    0.19098    0.14669
      873  8127.565430   19.08099    0.23908    0.18145
      874  8130.709473   15.24684    0.20641    0.14219
      875  8131.532715   14.91193    0.17892    0.13661
      876  8132.027344   18.99221    0.16920    0.17811
      877  8132.710938   12.43090    0.18076    0.11732
      878  8134.593262   17.59005    0.17371    0.16039
      879  8135.518555   15.72226    0.16602    0.14495
      880  8136.315918   13.73498    0.17164    0.12916
      881  8136.823730   16.56866    0.20840    0.15666
      882  8138.364258   23.86942    0.18365    0.22912
      883  8138.978027   48.68867    0.13547    0.46490
      884  8139.278809   44.12312    0.17574    0.41829
      885  8139.598145   20.77305    0.18943    0.19502
      886  8140.213867   22.47424    0.18476    0.20664
      887  8140.659668   14.50239    0.19850    0.13675
      888  8141.942871   13.17922    0.19220    0.12614
      889  8146.117188   13.61947    0.11472    0.13064
      890  8146.500977   93.91074    0.20862    0.89979
      891  8147.181641   62.66744    0.17831    0.59016
      892  8147.647949   29.85553    0.19250    0.28563
      893  8151.128906    9.57402    0.16085    0.09264
      894  8151.902832   11.59229    0.19365    0.11081
      895  8153.152832   11.29497    0.21330    0.10696
      896  8188.209473   37.11744    0.20176    0.35687
      897  8188.634277   28.20897    0.19454    0.27067
      898  8194.855469   42.64761    0.19493    0.41237
      899  8195.645508   38.61666    0.19365    0.34271
      900  8204.646484   12.05954    0.26630    0.11329
      901  8205.980469   12.74656    0.14363    0.12311
      902  8207.511719   18.71355    0.23437    0.17899
      903  8208.358398   12.52884    0.22795    0.11753
      904  8209.412109   12.88553    0.18796    0.12393
      905  8213.895508   16.39464    0.19899    0.15252
      906  8215.325195   16.28658    0.20050    0.15834
      907  8241.468750   26.19937    0.19063    0.25939
      908  8241.999023   23.25815    0.19455    0.24153
      909  8247.356445   34.41881    0.19127    0.34352
      910  8248.301758   28.59227    0.19037    0.27933
      911  8255.186523   30.00639    0.17772    0.30123
      912  8268.614258   11.87048    0.17792    0.11550
      913  8272.080078    9.99249    0.22943    0.09317
      914  8276.532227   22.43105    0.19672    0.22437
      915  8278.312500  332.12259    0.21330    3.33342
      916  8278.593750  155.30685    0.21020    1.55633
      917  8281.039062  170.57367    0.21928    1.72343
      918  8281.693359  830.59717    0.20085    8.33780
      919  8282.323242   16.39005    0.21813    0.16591
      920  8282.677734   75.00034    0.19551    0.75634
      921  8283.177734   47.77252    0.21654    0.48118
      922  8283.817383   11.61085    0.20670    0.11555
      923  8284.938477   15.74270    0.19482    0.15813
      924  8286.405273  359.56903    0.19664    3.62526
      925  8288.608398 1364.24524    0.20135   13.72309
      926  8290.588867   78.46404    0.22997    0.78805
      927  8296.251953  588.69183    0.18549    5.90211
      928  8298.906250 1678.25769    0.19419   16.81475
      929  8299.480469   23.55964    0.19046    0.23434
      930  8302.021484   42.86035    0.17902    0.43124
      931  8302.534180   44.49509    0.24907    0.44751
      932  8304.082031   32.25485    0.18255    0.30781
      933  8305.195312   23.91199    0.16078    0.23972
      934  8308.366211   15.76504    0.16236    0.15501
      935  8310.724609  601.70996    0.20004    5.98643
      936  8317.685547   35.70937    0.21045    0.34555
      937  8318.479492   28.28214    0.35043    0.28155
      938  8319.686523   11.45900    0.41696    0.10860
      939  8337.557617   33.49303    0.21825    0.32830
      940  8338.417969   26.04922    0.21254    0.24668
      941  8338.704102   23.55812    0.20657    0.22437
      942  8343.036133  301.73505    0.31717    3.11409
      943  8344.613281 4015.41895    0.20447   41.34995
      944  8349.643555   67.54929    0.21061    0.69609
      945  8349.933594   70.05219    0.19279    0.72510
      946  8352.876953  800.86523    0.35787    8.09036
      947  8356.274414   14.16725    0.19753    0.14509
      948  8360.432617   27.67237    0.23217    0.27601
      949  8360.705078   30.09097    0.15011    0.30288
      950  8361.099609   31.96211    0.38428    0.32953
      951  8361.696289   28.82383    0.23884    0.30016
      952  8362.637695   23.47292    0.20120    0.24407
      953  8363.044922   23.50573    0.20269    0.23240
      954  8364.508789  260.17957    0.19178    2.55281
      955  8364.969727  228.09714    0.20642    2.37239
      956  8365.487305   15.03514    0.24170    0.15442
      957  8366.438477   30.66665    0.20108    0.31771
      958  8367.083984   14.62248    0.19911    0.13781
      959  8369.456055   11.23096    0.21411    0.11593
      960  8372.813477   10.33337    0.21201    0.10674
      961  8376.123047   14.39261    0.39372    0.14049
      962  8379.917969   76.54977    0.18765    0.77814
      963  8380.748047   73.94101    0.19445    0.76632
      964  8382.402344  897.24506    0.21687    9.30448
      965  8387.289062   12.78106    0.28646    0.13206
      966  8390.179688   18.87438    0.35463    0.19479
      967  8391.168945   21.62146    0.19646    0.22372
      968  8391.689453   20.42491    0.18198    0.20507
      969  8395.609375   11.18940    0.23437    0.11375
      970  8399.175781 3010.41284    0.22163   31.64440
      971  8399.175781 3010.77075    0.22203   31.32245
      972  8400.458008   21.75112    0.19096    0.22518
      973  8415.242188 1251.72266    0.19310   13.18183
      974  8423.017578   13.57127    0.29418    0.14305
      975  8423.303711   14.67630    0.19659    0.15012
      976  8424.121094   21.16083    0.21331    0.22308
      977  8424.754883   13.70254    0.17652    0.14447
      978  8426.385742   26.25212    0.23098    0.26783
      979  8427.429688   35.20927    0.31526    0.37134
      980  8430.117188 2101.93335    0.24475   22.17560
      981  8430.176758 2111.74146    0.36036   22.27931
      982  8432.170898   27.78880    0.21797    0.29247
      983  8434.385742   56.80745    0.22341    0.59965
      984  8435.977539    9.15354    0.23484    0.09664
      985  8446.370117   39.71875    0.24060    0.41993
      986  8446.779297   26.39732    0.16625    0.27910
      987  8448.599609    6.97695    0.26012    0.07270
      988  8449.344727    7.77911    0.23329    0.08228
      989  8450.973633   10.89119    0.45500    0.11522
      990  8452.265625 1057.90283    0.20388   10.93855
      991  8453.794922    9.86671    0.19346    0.10133
      992  8454.151367   14.20775    0.22571    0.14465
      993  8456.785156    9.76616    0.19330    0.10093
      994  8460.456055   13.02278    0.21815    0.13412
      995  8460.885742   12.66902    0.16391    0.13251
      996  8461.568359   13.69201    0.24669    0.13417
      997  8462.409180   13.35343    0.18840    0.13975
      998  8465.233398 1333.72351    0.21898   13.48717
      999  8465.514648 1255.91541    0.21111   13.31930
     1000  8474.619141   43.69611    0.35522    0.46418
     1001  8493.396484  628.97192    0.22283    6.69988
     1002  8494.040039   36.58877    0.19910    0.38977
     1003  8494.279297   38.59182    0.26607    0.41112
     1004  8496.913086   29.79821    0.18976    0.30029
     1005  8498.029297   21.09781    0.19209    0.22482
     1006  8500.866211   36.00196    0.17195    0.37812
     1007  8502.548828   31.98359    0.21870    0.34088
     1008  8503.124023   11.33392    0.15538    0.12080
     1009  8503.741211   16.49183    0.16636    0.17577
     1010  8504.641602  737.60931    0.18320    7.86156
     1011  8505.068359  720.39764    0.18931    7.57025
     1012  8520.430664   22.54136    0.20360    0.24008
     1013  8520.754883   27.78673    0.18557    0.28926
     1014  8538.690430  567.76068    0.40835    5.95272
 -------- ------------ ---------- ---------- ----------
