     x            y         ra           dec
447.5714722 462.2818909 319.9431270  21.9772443
318.0186462 464.0578613 319.9709201  21.9769060
377.0104675 479.2416992 319.9582625  21.9738841
 46.1548271 461.5171814 320.0292439  21.9774409
 54.3901253 455.0741577 320.0274780  21.9787195
834.6677856 458.9364014 319.8600828  21.9778655
748.8404541 451.8171082 319.8784964  21.9792889
757.9850464 431.2843933 319.8765372  21.9833654
747.9337769 426.1835632 319.8786941  21.9843795
592.8864746 455.2775879 319.9119532  21.9786190
400.1740723 453.7363892 319.9532964  21.9789466
378.8278503 457.0491638 319.9578754  21.9782911
 16.0425091 453.1542664 320.0357050  21.9791050
116.0585709 454.5569763 320.0142482  21.9788153
514.1253052 451.1138306 319.9288505  21.9794547
507.1428223 450.1234436 319.9303486  21.9796522
363.9618835 447.4949036 319.9610658  21.9801901
826.5158081 450.0375977 319.8618328  21.9796336
379.2504883 450.8658447 319.9577855  21.9795190
567.6445923 449.9590759 319.9173690  21.9796781
287.9638367 445.1701050 319.9773701  21.9806603
510.5230713 436.5730591 319.9296251  21.9823427
506.9974976 404.5847778 319.9303854  21.9886957
864.1368408 446.7526245 319.8537623  21.9802818
326.8605042 447.8454895 319.9690252  21.9801246
886.3110352 445.8277893 319.8490053  21.9804629
335.5409241 446.8536377 319.9671631  21.9803206
976.9621582 443.2660828 319.8295581  21.9809616
164.2366333 440.0859680 320.0039142  21.9816837
1017.0552979 443.5068970 319.8209568  21.9809093
1021.3834839 439.7013245 319.8200287  21.9816645
613.0349731 442.1169434 319.9076323  21.9812304
458.8562622 442.8524780 319.9407085  21.9811015
239.7252502 442.9866028 319.9877191  21.9810993
723.9049683 441.0437012 319.8838472  21.9814311
712.1669922 437.1377869 319.8863659  21.9822081
589.4370117 441.2447815 319.9126949  21.9814062
193.2117310 439.8856812 319.9976982  21.9817203
 17.6796894 438.6602173 320.0353556  21.9819832
180.0934753 438.6908569 320.0005126  21.9819590
666.5417480 433.2131042 319.8961545  21.9829926
1003.4614868 434.4770203 319.8238742  21.9827040
340.1579895 428.1789856 319.9661749  21.9840287
 87.5025787 432.7166138 320.0203771  21.9831558
634.0323486 427.0409851 319.9031295  21.9842219
570.4161377 425.3267212 319.9167775  21.9845695
256.5362854 431.1283569 319.9841141  21.9834523
790.7345581 430.2450256 319.8695115  21.9835682
418.7540283 432.2169189 319.9493130  21.9832181
103.2425385 423.2022095 320.0170015  21.9850435
 74.5775528 426.6552124 320.0231506  21.9843609
233.8756256 425.8442078 319.9889762  21.9845042
206.3740540 420.6804199 319.9948768  21.9855328
913.0025635 423.9468994 319.8432818  21.9848053
842.6295166 425.0268250 319.8583790  21.9845987
258.4920044 448.1333008 319.9836924  21.9800751
1022.8359985 422.5982666 319.8197192  21.9850609
472.8967590 424.1163635 319.9376987  21.9848207
601.0285645 423.5159302 319.9102104  21.9849257
182.1134796 420.7659607 320.0000815  21.9855185
707.2690430 417.0914307 319.8874191  21.9861896
677.6912231 417.0341492 319.8937646  21.9862043
433.8811035 412.8497009 319.9460702  21.9870625
1012.1657715 415.0348206 319.8220092  21.9865641
1005.3536987 410.5027161 319.8234712  21.9874649
784.1844482 416.9507446 319.8709183  21.9862090
415.0984497 415.8604736 319.9500993  21.9864667
261.7790833 414.4066772 319.9829914  21.9867725
255.9570923 412.5145264 319.9842406  21.9871489
175.8301392 416.9207153 320.0014299  21.9862828
979.7099609 410.8701782 319.8289726  21.9873947
280.8190613 413.8525696 319.9789068  21.9868804
662.6266479 411.1155701 319.8969971  21.9873814
 98.9726105 409.2595520 320.0179193  21.9878128
933.5239868 407.1643982 319.8388814  21.9881358
677.3850098 406.6092224 319.8938315  21.9882746
369.0556335 406.4147644 319.9599781  21.9883476
140.9294434 446.3560181 320.0089136  21.9804412
610.2036743 412.9975586 319.9082433  21.9870135
1009.7962036 400.8616333 319.8225194  21.9893790
 67.7218018 400.9417725 320.0246246  21.9894681
833.0630493 400.3005066 319.8604344  21.9895101
806.1592407 397.5716553 319.8662064  21.9900550
253.5705109 399.6617737 319.9847542  21.9897016
451.2196960 387.6228333 319.9423536  21.9920703
463.3557739 386.4939880 319.9397502  21.9922932
140.7019043 396.9213867 320.0089685  21.9902584
1022.5314941 394.8883667 319.8197880  21.9905638
558.1273193 396.2451477 319.9194174  21.9903461
620.8131714 393.0967102 319.9059697  21.9909644
121.4601364 395.0821533 320.0130967  21.9906258
 23.3563423 387.7559509 320.0341441  21.9920916
 30.4625893 379.1214905 320.0326206  21.9938055
184.9938202 395.4677429 319.9994667  21.9905421
 63.0673637 394.7487793 320.0256239  21.9906985
658.2404785 393.6707458 319.8979403  21.9908462
657.7701416 389.4213257 319.8980417  21.9916902
 99.2608490 390.9014282 320.0178597  21.9914585
159.7212982 385.2599792 320.0048897  21.9925721
731.6840210 383.8199768 319.8821855  21.9927943
123.8851700 387.1048889 320.0125775  21.9922097
 54.6173935 386.3772888 320.0274377  21.9923619
428.4760437 382.1268921 319.9472336  21.9931643
553.3644409 383.4363708 319.9204408  21.9928903
252.8911438 380.4946594 319.9849024  21.9935080
524.8377075 382.5135803 319.9265608  21.9930768
976.4730835 378.9969482 319.8296709  21.9937248
 84.2680283 378.4632568 320.0210777  21.9939303
589.1389160 372.1391296 319.9127674  21.9951299
226.2055206 375.7979126 319.9906279  21.9944437
 72.9585114 375.4436035 320.0235043  21.9945312
421.2756042 374.3323059 319.9487792  21.9947130
1006.6972656 374.0125427 319.8231875  21.9947113
857.2605591 372.5818176 319.8552467  21.9950121
203.2447662 371.1161804 319.9955543  21.9953760
361.4476929 367.5673523 319.9616151  21.9960632
913.1105347 368.0473328 319.8432656  21.9959063
763.1478271 363.2916565 319.8754380  21.9968675
 97.9817581 367.3255310 320.0181370  21.9961406
100.5358810 362.0548401 320.0175898  21.9971870
789.8381348 374.8812561 319.8697107  21.9945629
391.2028809 365.6390076 319.9552319  21.9964428
341.1997681 366.4031677 319.9659591  21.9962966
787.4346924 362.5202332 319.8702278  21.9970180
717.1809692 363.3901978 319.8852994  21.9968530
449.9289551 362.4942017 319.9426336  21.9970608
938.3449707 360.8507385 319.8378529  21.9973327
319.5454407 362.8900452 319.9706051  21.9969967
597.5044556 361.8219604 319.9109740  21.9971778
496.7120361 358.0215759 319.9325977  21.9979438
491.0048828 349.8524475 319.9338231  21.9995667
110.0066910 385.1292114 320.0155551  21.9926036
777.9161377 356.6429443 319.8722706  21.9981862
726.4058228 359.7684631 319.8833208  21.9975712
685.7253418 357.4635315 319.8920484  21.9980335
138.9434357 359.8588867 320.0093504  21.9976188
708.2376709 355.5947571 319.8872190  21.9984021
707.5843506 345.0574951 319.8873604  22.0004948
 54.8138313 356.7062988 320.0273993  21.9982542
579.4666748 351.8474426 319.9148450  21.9991607
 27.0869884 348.2221985 320.0333486  21.9999422
897.2565308 344.4766846 319.8466697  22.0005890
813.0507812 343.7770081 319.8647347  22.0007373
411.1845398 345.6055603 319.9509477  22.0004190
124.9298859 342.5053711 320.0123589  22.0010666
 91.2377319 345.3307190 320.0195866  22.0005093
831.0148315 337.1213989 319.8608816  22.0020570
 37.1045456 340.0837097 320.0312005  22.0015573
865.5330200 338.2426453 319.8534762  22.0018305
190.0198364 336.8420410 319.9983957  22.0021840
426.6235046 331.9468079 319.9476372  22.0031298
718.3082886 336.5402527 319.8850609  22.0021850
634.7176514 337.0650940 319.9029937  22.0020901
311.7872925 336.0529175 319.9722728  22.0023271
 42.0857582 334.8007202 320.0301326  22.0026059
989.8974609 332.1609192 319.8267968  22.0030244
997.1441650 325.1678162 319.8252430  22.0044124
919.3460083 323.2152405 319.8419335  22.0048088
786.4456177 333.9490967 319.8704435  22.0026920
553.1336670 324.1669312 319.9204977  22.0046607
272.7903137 331.3737183 319.9806394  22.0032607
226.0271759 331.0957336 319.9906717  22.0033211
875.9689331 328.2916260 319.8512386  22.0038055
585.0729980 326.0731201 319.9136454  22.0042785
  2.2888725 161.0703125 320.0386918  22.0371113
 29.4877758 246.2093811 320.0328462  22.0202006
  7.1981273 292.9420166 320.0376223  22.0109225
  9.6037369 258.3283081 320.0371105  22.0177961
532.5061646 327.2783203 319.9249225  22.0040451
289.1693420 323.8431091 319.9771265  22.0047544
  3.2625716 324.5245972 320.0384627  22.0046509
831.3044434 311.8368225 319.8608226  22.0070783
818.1423950 301.3034973 319.8636476  22.0091715
346.6060486 324.5308533 319.9648044  22.0046114
710.6504517 322.9340210 319.8867054  22.0048879
370.3829041 284.2386169 319.9597085  22.0126104
367.8576355 303.3310852 319.9602479  22.0088191
256.0087280 321.9713440 319.9842408  22.0051298
108.5973816 320.9061890 320.0158654  22.0053578
775.1218872 318.6119690 319.8728747  22.0057391
477.0014648 320.9747620 319.9368309  22.0053031
735.8137817 317.2382507 319.8813078  22.0060162
740.7882690 311.9572449 319.8802412  22.0070644
747.7077637 306.1560669 319.8787575  22.0082157
619.5191650 316.7467346 319.9062568  22.0061268
586.8590698 315.1788635 319.9132636  22.0064418
1004.6390381 315.3770447 319.8236363  22.0063559
723.0582886 314.8367920 319.8840445  22.0064946
385.0513000 318.3937988 319.9565575  22.0058259
442.1479492 312.8457947 319.9443091  22.0069213
416.7352905 306.4284973 319.9497617  22.0081985
341.0169373 308.9212952 319.9660054  22.0077119
463.3576660 308.3061829 319.9397595  22.0078204
354.1290283 305.0035095 319.9631929  22.0084885
168.3010406 302.4624329 320.0030593  22.0090138
941.8112793 302.3019104 319.8371165  22.0089595
566.6857910 300.4023438 319.9175932  22.0093785
 31.4103775 301.8411560 320.0324269  22.0091525
981.2193604 299.6832886 319.8286626  22.0094751
147.8379974 296.6026001 320.0074500  22.0101798
433.2508545 299.6298218 319.9462194  22.0095468
723.3285522 297.5265503 319.8839887  22.0099322
886.0410767 285.9402466 319.8490831  22.0122149
906.7383423 289.2630005 319.8446424  22.0115528
895.5770874 283.4055481 319.8470376  22.0127172
706.0014038 296.9996338 319.8877060  22.0100387
608.1044922 293.1405029 319.9087085  22.0108160
498.7662964 290.6056213 319.9321654  22.0113316
507.1951904 287.6333923 319.9303575  22.0119209
231.7938843 295.1427917 319.9894390  22.0104604
289.8126831 293.7247620 319.9769923  22.0107355
201.8715363 294.0042114 319.9958584  22.0106898
164.1336212 289.2384949 320.0039550  22.0116404
173.2820892 285.4440002 320.0019929  22.0123930
379.7709045 294.8783875 319.9576932  22.0104964
865.0011597 290.8468933 319.8535962  22.0112429
582.2299805 287.2286072 319.9142602  22.0119930
851.8097534 287.1564331 319.8564266  22.0119772
476.7028198 285.3690796 319.9368994  22.0123740
961.5057983 285.3967590 319.8328935  22.0123145
721.9762573 284.6260376 319.8842804  22.0124942
321.9787292 285.7177734 319.9700926  22.0123220
869.6469727 286.0606995 319.8526001  22.0121928
763.0268555 285.6906128 319.8754736  22.0122782
193.0901947 281.1061096 319.9977439  22.0132522
681.5726318 281.5445251 319.8929487  22.0131107
280.1567078 281.9670410 319.9790652  22.0130715
 43.3109932 281.9907837 320.0298763  22.0130932
257.4858704 280.1020203 319.9839291  22.0134444
 60.1724014 276.4566650 320.0262596  22.0141904
781.8231201 275.8228149 319.8714424  22.0142358
423.1788940 270.8628845 319.9483838  22.0152608
651.5726318 274.1256714 319.8993855  22.0145873
 16.6735649 204.4346466 320.0356005  22.0284980
697.3825073 274.6243896 319.8895578  22.0144832
448.9906921 274.5188293 319.9428458  22.0145318
245.3162079 272.6401978 319.9865408  22.0149276
748.2844238 273.2799683 319.8786379  22.0147445
305.7572632 269.0599365 319.9735747  22.0156319
477.9963684 272.9817200 319.9366234  22.0148339
796.4935913 270.6614990 319.8682958  22.0152591
356.5643311 259.8425903 319.9626761  22.0174567
999.9931030 271.4815063 319.8246385  22.0150736
961.9744263 267.6268005 319.8327952  22.0158433
537.8286133 246.2088318 319.9237908  22.0201440
531.3058472 261.5975647 319.9251882  22.0170887
523.4020996 262.4974976 319.9268837  22.0169109
718.7402954 267.3683472 319.8849768  22.0159218
274.4685974 263.9759827 319.9802878  22.0166450
153.0652466 267.4528809 320.0063322  22.0159681
656.1880493 262.5547791 319.8983968  22.0168847
646.4462280 258.1022339 319.9004873  22.0177700
774.8209839 263.0680237 319.8729462  22.0167695
685.0415039 264.0581970 319.8922066  22.0165829
389.9766846 263.4040833 319.9555076  22.0167457
196.1053925 260.1127930 319.9970997  22.0174209
 67.8825684 259.5545959 320.0246076  22.0175461
 62.4415741 255.5871582 320.0257754  22.0183346
978.3240967 260.9279480 319.8292885  22.0171718
792.7276001 257.6853333 319.8691053  22.0178365
821.1986694 258.1078186 319.8629973  22.0177494
867.2929688 257.4986267 319.8531087  22.0178652
574.0974121 256.7731628 319.9160086  22.0180420
891.9641113 256.0704651 319.8478161  22.0181461
885.9749756 251.8293152 319.8491015  22.0189890
719.8153076 255.1950378 319.8847476  22.0183391
725.9958496 253.0176239 319.8834220  22.0187709
584.3742065 256.2964783 319.9138040  22.0181355
583.1687012 251.9680328 319.9140631  22.0189952
 87.2697067 252.5055084 320.0204494  22.0189438
907.9251099 255.0579529 319.8443921  22.0183454
693.1484985 253.7382355 319.8904687  22.0186314
929.7542725 254.1696777 319.8397091  22.0185194
 41.3204346 185.6154327 320.0303152  22.0322326
738.3089600 252.4291077 319.8807805  22.0188864
745.6232910 248.9202118 319.8792118  22.0195824
219.6961517 247.9059143 319.9920402  22.0198425
625.0184937 247.5225372 319.9050856  22.0198734
235.4206543 246.4583588 319.9886670  22.0201282
168.2917328 270.8042297 320.0030653  22.0153008
209.2743683 241.7818604 319.9942768  22.0210598
997.9997559 242.3777466 319.8250697  22.0208535
1002.6490479 258.9357910 319.8240702  22.0175647
610.2655029 242.0287628 319.9082512  22.0209660
323.9765930 242.4828949 319.9696694  22.0209078
984.8186646 234.5530243 319.8278985  22.0224089
454.7525330 238.7878113 319.9416142  22.0216270
537.2474976 233.5294952 319.9239170  22.0226621
326.6980896 235.9260864 319.9690863  22.0222096
291.4987793 236.7592468 319.9766376  22.0220481
1016.5521851 231.5892944 319.8210910  22.0229939
731.1168823 232.3413086 319.8823259  22.0228764
620.1629028 235.0840912 319.9061288  22.0223441
110.2738876 231.6998749 320.0155168  22.0230730
959.4978027 232.9152832 319.8333308  22.0227369
711.9796753 233.0102386 319.8864314  22.0227457
496.0215149 231.3732452 319.9327616  22.0230949
835.8255005 232.1676178 319.8598626  22.0228992
453.1422424 228.9064178 319.9419609  22.0235895
141.2533417 227.5746155 320.0088712  22.0238888
697.7030029 225.2785950 319.8894952  22.0242827
548.4190063 222.7847137 319.9215217  22.0247946
224.0901947 225.4743347 319.9911003  22.0242966
813.6938477 222.5606842 319.8646117  22.0248095
441.5798340 220.1746368 319.9444424  22.0253249
299.7957764 222.5868225 319.9748594  22.0248616
160.2682190 219.1550903 320.0047930  22.0255587
952.8680420 217.2292633 319.8347550  22.0258528
922.5297241 218.2120972 319.8412635  22.0256610
283.0713806 218.5136566 319.9784478  22.0256724
802.7387085 217.4432831 319.8669626  22.0258270
504.1991577 214.6867981 319.9310093  22.0264077
219.2210388 212.2011108 319.9921466  22.0269331
237.2995300 212.5755005 319.9882681  22.0268567
236.6593475 204.8720398 319.9884064  22.0283866
231.7202911 196.7899170 319.9894670  22.0299922
207.5424652 213.3797913 319.9946518  22.0267003
 74.5228348 207.1053009 320.0231896  22.0279612
538.0044556 218.4876862 319.9237565  22.0256491
393.9845276 210.3845367 319.9546544  22.0272744
467.5721436 209.5976105 319.9388676  22.0274224
557.6217041 207.2549438 319.9195493  22.0278776
437.7732239 204.8391113 319.9452610  22.0283707
138.4382935 205.8006592 320.0094778  22.0282132
119.3025513 206.0809174 320.0135830  22.0281597
795.5888672 211.2163544 319.8684972  22.0270644
 88.9934464 206.6877899 320.0200852  22.0280425
346.1689453 205.9781494 319.9649129  22.0281548
655.5885620 204.6077118 319.8985326  22.0283924
786.5239258 203.2590790 319.8704429  22.0286456
399.6587830 196.2481689 319.9534388  22.0300811
1002.3009033 201.3593140 319.8241521  22.0289989
304.4895935 199.7324677 319.9738552  22.0293997
130.7503204 199.4663391 320.0111279  22.0294720
 95.7863998 196.6186523 320.0186292  22.0300414
868.2938232 197.9930573 319.8529013  22.0296823
269.1503906 197.2324829 319.9814370  22.0299001
201.3109589 195.4732056 319.9959909  22.0302571
484.5362854 196.1808472 319.9352299  22.0300850
587.7234497 194.8724976 319.9130931  22.0303333
329.4688416 195.2009277 319.9684970  22.0302969
857.0945435 190.7046509 319.8553048  22.0311309
116.0101547 191.9088135 320.0142911  22.0309744
343.9931030 191.3332214 319.9653815  22.0310633
971.8767700 186.7253113 319.8306808  22.0319084
979.5278320 178.5971680 319.8290405  22.0335217
474.5168762 189.0800934 319.9373802  22.0314962
593.0523071 183.0845795 319.9119513  22.0326737
901.9333496 187.6063385 319.8456858  22.0317412
988.4810791 184.3998718 319.8271190  22.0323684
294.2965698 183.9573364 319.9760439  22.0325336
791.7886353 180.4781799 319.8693163  22.0331691
509.7045593 182.6087494 319.9298322  22.0327774
1022.5569458 182.6080627 319.8198088  22.0327204
 46.2615204 175.8982697 320.0292564  22.0341617
445.3335266 175.3838806 319.9436427  22.0342194
417.0007324 178.7522125 319.9497206  22.0335536
169.9621277 173.1079865 320.0027190  22.0347021
152.2033844 177.1102753 320.0065283  22.0339092
784.8762207 326.1026917 319.8707812  22.0042504
360.1857300 175.0695496 319.9619097  22.0342913
779.5861816 173.5303955 319.8719350  22.0345502
248.9936066 173.3601227 319.9857642  22.0346432
509.7752075 172.9833374 319.9298182  22.0346889
530.7078857 171.3850708 319.9253277  22.0350040
466.9395142 170.8515015 319.9390081  22.0351171
231.4446716 171.2457123 319.9895293  22.0350650
267.8414001 171.0706024 319.9817210  22.0350958
103.6941605 167.6655579 320.0169363  22.0357903
348.7843323 166.8269348 319.9643567  22.0359295
759.9776611 167.0361938 319.8761425  22.0358421
511.0776367 164.0898285 319.9295399  22.0364549
571.3970337 166.1865082 319.9165992  22.0360318
1019.6562500 325.9714050 319.8204133  22.0042503
1013.9817505 157.8307190 319.8216516  22.0376419
997.9471436 162.4516602 319.8250909  22.0367260
636.4650269 162.3980103 319.9026405  22.0367769
876.8721313 158.0926208 319.8510659  22.0376051
936.2849121 160.1822357 319.8383197  22.0371835
934.6670532 152.2630463 319.8386678  22.0387564
271.4150696 159.2656097 319.9809558  22.0374397
181.5794220 157.5312042 320.0002287  22.0377942
 62.2699165 157.6229401 320.0258244  22.0377892
406.8250427 157.5651550 319.9519062  22.0377623
217.3221741 157.7527313 319.9925607  22.0377462
314.4476929 155.9293060 319.9717243  22.0380975
476.0909729 155.3771515 319.9370467  22.0381891
792.1146851 153.5626526 319.8692497  22.0385142
908.0141602 150.5741119 319.8443859  22.0390948
397.7256470 138.1465912 319.9538608  22.0416196
114.3453598 148.0800171 320.0146537  22.0396786
706.1199341 148.0305481 319.8876990  22.0396224
489.6419983 146.4897766 319.9341407  22.0399525
604.0914307 144.5069580 319.9095879  22.0403335
800.3416138 139.1076660 319.8674866  22.0413839
226.5285950 141.9005585 319.9905876  22.0408932
425.1062317 136.2426910 319.9479870  22.0419947
433.6370850 138.5992126 319.9461565  22.0415257
438.6579895 133.7790527 319.9450800  22.0424824
746.9074707 139.0571289 319.8789499  22.0413999
546.5701904 137.8145752 319.9219289  22.0416690
853.7124634  87.8622665 319.8560431  22.0515547
871.5833130 122.5906830 319.8522050  22.0446560
510.6116028 136.0838318 319.9296433  22.0420167
 47.6525421 136.0348358 320.0289630  22.0420780
 53.5134964 132.6969299 320.0277060  22.0427403
811.8301392 134.1278687 319.8650225  22.0423715
757.7893066 135.2400513 319.8766159  22.0421567
673.9756470 135.0933533 319.8945966  22.0421952
351.8439026 135.7813873 319.9637042  22.0420945
176.0163269 132.5835419 320.0014252  22.0427491
168.4668427 127.0635300 320.0030455  22.0438462
 71.1434937 126.5857697 320.0239246  22.0439519
213.0072479 129.8808441 319.9934898  22.0432817
921.4218140 126.8771820 319.8415125  22.0437992
621.1565552 130.3048401 319.9059286  22.0431520
276.6677856 127.9285049 319.9798328  22.0436623
591.1594238 124.9810104 319.9123646  22.0442126
 39.7894974 125.7049026 320.0306511  22.0441303
759.4979248 127.1899796 319.8762503  22.0437552
191.1875305 125.0008926 319.9981715  22.0442533
113.0097961 126.2817993 320.0149429  22.0440076
629.2301636 124.7644043 319.9041972  22.0442514
319.9977722 125.5066757 319.9705374  22.0441385
146.2336121 124.8215485 320.0078155  22.0442939
  2.0221500 122.5314713 320.0387538  22.0447648
  5.7509246 118.5924225 320.0379544  22.0455466
934.0490112 118.3755493 319.8388046  22.0454862
259.7362671 116.3173294 319.9834666  22.0459701
350.3774109 118.9612503 319.9640209  22.0454349
705.0195923 116.1061478 319.8879391  22.0459624
856.9044189 101.2043457 319.8553567  22.0489048
833.2876587 112.6451721 319.8604219  22.0466354
342.3287354 112.6494217 319.9657483  22.0466893
 36.4638901 111.3164749 320.0313663  22.0469881
  4.0533628 111.5974045 320.0383194  22.0469359
160.7479706 109.1690903 320.0047037  22.0474007
625.0048218 150.2412415 319.9051006  22.0391924
529.3054810 109.7451477 319.9256362  22.0472452
541.2170410 108.9873886 319.9230808  22.0473943
535.0804443 107.2049561 319.9243976  22.0477490
681.4097900 108.2310333 319.8930051  22.0475289
 18.5837555 105.2017746 320.0352030  22.0482044
697.8203735 103.1368484 319.8894851  22.0485387
699.9990234  99.5040588 319.8890182  22.0492599
703.9359741  97.5158463 319.8881738  22.0496543
647.5333252  98.5642776 319.9002739  22.0494524
 91.0606995  99.9080811 320.0196550  22.0492476
384.2001038  96.2162476 319.9567676  22.0499481
300.8833313 100.9303131 319.9746412  22.0490212
 79.5357285 100.1374893 320.0221274  22.0492033
330.0022583  91.3269348 319.9683954  22.0509251
458.3618164  93.0850525 319.9408579  22.0505616
411.7719116  96.7277298 319.9508525  22.0498434
230.2641602  96.7496872 319.9897918  22.0498593
937.6583862  93.6236572 319.8380333  22.0504012
819.5237427  94.9895172 319.8633768  22.0501431
1004.3501587  86.6836853 319.8237267  22.0517720
994.9378052  91.7487869 319.8257453  22.0507672
988.0148315  90.5097351 319.8272306  22.0510140
142.9080658  94.9427567 320.0085327  22.0502279
243.6978607  89.6848831 319.9869107  22.0512608
277.7231445  91.2633438 319.9796110  22.0509435
 25.4580002  90.7598267 320.0337300  22.0510717
715.5018311  88.2499008 319.8856937  22.0514932
734.6651001  85.4751892 319.8815829  22.0520420
229.9987640  81.7195511 319.9898506  22.0528442
379.8610229  83.0346756 319.9577001  22.0525663
357.0095520  83.1953278 319.9626025  22.0525369
695.5358276  81.8795013 319.8899779  22.0527605
580.9439697  78.7153473 319.9145619  22.0534016
136.9627991  75.5448914 320.0098105  22.0540807
 30.1569958  79.0916977 320.0327234  22.0533883
195.7870026  77.4280777 319.9971906  22.0537002
624.5110474  76.0428162 319.9052157  22.0539275
353.5686035  70.6512909 319.9633422  22.0550284
599.0065308  65.4038849 319.9106885  22.0560431
584.5941772  69.0069427 319.9137800  22.0553292
233.0492706  68.0965271 319.9891978  22.0555492
720.4366455  65.6710510 319.8846379  22.0559765
647.6858521  64.7184525 319.9002454  22.0561738
366.6490173  63.9790154 319.9605369  22.0563520
 76.4016571  58.4529114 320.0228050  22.0574818
762.4088135  64.2186356 319.8756337  22.0562603
393.4849854  65.1405716 319.9547796  22.0561183
165.7223206  62.9512939 320.0036423  22.0565785
586.4996338  62.2652779 319.9133721  22.0566678
297.9035645  60.2244148 319.9752855  22.0571053
204.3642578  61.5994797 319.9953525  22.0568426
812.0672607  60.3490944 319.8649808  22.0570232
890.1737671  57.7565536 319.8482248  22.0575293
357.9771118  58.9886131 319.9623979  22.0573440
941.5458374  56.4559288 319.8372040  22.0577819
245.2283325  57.5507851 319.9865863  22.0576421
121.0067062  57.2610703 320.0132359  22.0577135
 28.8123894  56.6655617 320.0330146  22.0578420
303.3970642  48.3897629 319.9741084  22.0594549
 36.9998360  52.4680405 320.0312587  22.0586747
283.7008362  50.4097633 319.9783336  22.0590560
770.3272705  49.7026024 319.8739367  22.0591421
712.3860474  46.1640015 319.8863674  22.0598513
250.9804230  47.5318222 319.9853536  22.0596311
247.4587250  46.5101585 319.9861092  22.0598344
209.9110413  51.4623146 319.9941638  22.0588552
670.8567505  43.0657043 319.8952771  22.0604712
364.9583435  42.8117828 319.9609022  22.0605558
 61.6067848  41.4688721 320.0259810  22.0608563
478.1583862  40.8152847 319.9366174  22.0609396
126.8209381  41.6836624 320.0119905  22.0608064
696.6034546  39.6497841 319.8897541  22.0611467
965.2190552  38.2770271 319.8321275  22.0613894
172.2107544  38.5116501 320.0022533  22.0614312
 73.5066681  36.5924759 320.0234287  22.0618234
801.2791748  36.3445511 319.8672982  22.0617914
810.2882080 1021.6276855 319.8652433  21.8661237
950.3121948  32.8561935 319.8353262  22.0624676
359.5006104  33.3942528 319.9620742  22.0624266
974.3718872 1016.7239990 319.8300426  21.8670792
742.1063843  29.1267204 319.8799935  22.0632314
255.6848755  27.6489925 319.9843468  22.0635791
 23.1627445  32.6873436 320.0342296  22.0626045
623.9954834 1015.9440918 319.9052098  21.8672732
883.3006592  24.1005764 319.8497034  22.0642138
736.2202759  21.9161911 319.8812572  22.0646640
 88.2315826  21.9755611 320.0202716  22.0647245
617.4172974  21.3551445 319.9067443  22.0647887
482.8275757 1006.0084839 319.9354960  21.8692620
 28.0716763  17.4032001 320.0331784  22.0656392
871.8548584  18.1819572 319.8521597  22.0653905
628.9523926  16.8702278 319.9042702  22.0656781
127.4151230 1017.3692627 320.0117420  21.8670455
799.0286865 1015.8770752 319.8676595  21.8672670
222.8865509 1013.5682983 319.9912608  21.8677897
119.7508011 1013.4782104 320.0133868  21.8678191
895.6840210 1012.2792358 319.8469243  21.8679707
452.3082275 1009.8789062 319.9420429  21.8684968
524.6058350 1008.2189331 319.9265330  21.8688184
673.5603638 1022.5158691 319.8945757  21.8659626
701.1576538 1004.0354614 319.8886575  21.8696295
604.3731079 1005.1478882 319.9094207  21.8694194
168.9861450 1004.0618896 320.0028254  21.8696836
315.7423096  10.4203281 319.9714647  22.0669939
528.9768677 1001.9806519 319.9255960  21.8700568
 31.2516479 1003.0417480 320.0323740  21.8699015
341.3342285 1010.3402710 319.9658504  21.8684175
1011.1968994 1000.0172119 319.8221446  21.8703929
252.2605896 993.6243896 319.9849616  21.8717471
699.1293945 997.4011230 319.8890934  21.8709472
101.3733292 998.8391113 320.0173311  21.8707283
828.6370239 996.8244629 319.8613099  21.8710473
902.7875977 994.7423706 319.8454025  21.8714525
525.8924561 994.3128662 319.9262587  21.8715798
